id,URL,headline,author,date
18,https://www.theverge.com/2022/9/6/23340153/sundar-pichai-google-code-conference-liveblog,"Sundar Pichai, live at the Code Conference",Alex Heath,2022-09-07
19,https://www.theverge.com/good-deals/22979801/sonos-deals-speakers-soundbars-subwoofers-sale,The best Sonos speaker and soundbar deals,Sheena Vasani,2022-09-06
20,https://www.theverge.com/2022/9/6/23333055/amc-pantheon-review,AMC Plus’ Pantheon is a haunting  hyperproductivity nightmare that shouldn’t feel so real,Charles Pulliam-Moore,2022-09-06
21,https://www.theverge.com/2022/9/6/23339594/ethereum-merge-energy-pollution-proof-of-stake,How The Merge will slash Ethereum’s climate pollution   ,Justine Calma,2022-09-06
22,https://www.theverge.com/2022/9/6/23339117/t-mobile-5g-home-internet-north-east-new-york-new-jersey,"T-Mobile 5G Home Internet is now available in parts of NYC, Boston, and Philadelphia",Jasmine Hicks,2022-09-06
23,https://www.theverge.com/2022/9/6/23339715/new-snapdragon-chips-midrange-android-phones-ai-features-2023,More midrange Android phones will have AI features next year with the new Snapdragon chips,Emma Roth,2022-09-06
24,https://www.theverge.com/2022/9/6/23339733/google-pixel-android-13-update-wireless-charging-battery-drain-bugs,First Android 13 patch for Pixels fixes wireless charging and battery drain problems,Umar Shakir,2022-09-06
25,https://www.theverge.com/2022/9/6/23339608/cyberpunk-2077-1-6-edgerunners-update-cross-platform-redmod,"Cyberpunk 2077’s new update adds cross-platform saves, mod management, and more",Mitchell Clark,2022-09-06
26,https://www.theverge.com/2022/9/6/23339678/juul-youth-vaping-settlement-states-e-cigarettes,Juul will pay $438.5 million to states over youth vaping investigation,Nicole Wetsman,2022-09-06
27,https://www.theverge.com/23339163/pewdiepie-like-comment-subscribe-mark-bergen-book-excerpt-youtube-adpocalypse,How YouTube broke up with PewDiePie (then got back together again),Mark Bergen,2022-09-06
28,https://www.theverge.com/2022/9/6/23339762/xbox-noise-suppression-party-chats-xbox-series-x-s-feature,"New Xbox noise suppression will remove breathing, clicks, and music in party chats ",Tom Warren,2022-09-06
29,https://www.theverge.com/2022/9/6/23339220/lego-mechanical-keyboard-melgeek,You can customize this keyboard with your own Lego bricks,Emma Roth,2022-09-06
30,https://www.theverge.com/good-deals/2022/9/6/23339557/hulu-live-tv-subscription,New and returning customers can get $60 off a three-month Hulu with Live TV subscription,Sheena Vasani, 
31,https://www.theverge.com/2022/9/6/23339396/meta-connect-project-cambria-facebook-metaverse,Meta will reveal its new high-end VR headset on October 11th,Mitchell Clark,2022-09-06
32,https://www.theverge.com/2022/9/6/23339889/cloudflare-kiwi-farms-content-moderation-ddos,How Cloudflare got Kiwi Farms wrong,Casey Newton,2022-09-07
33,https://www.theverge.com/good-deals/2022/9/6/23339030/samsung-galaxy-tab-s8-logitech-gaming-headset-anker-deal-sale,Samsung’s Galaxy Tab S8 and S8 Plus are $100 off at Best Buy today,Alice Newcome-Beill,2022-09-06
34,https://www.theverge.com/2022/9/6/23331591/andreessen-horowitz-a16z-nft-cant-be-evil-copyright-creative-commons-licenses,Andreessen Horowitz wants to fix NFT copyright with its ‘Can’t Be Evil’ license,Adi Robertson,2022-09-06
35,https://www.theverge.com/2022/9/6/23338839/sony-playstation-masayasu-ito-hardware-chief-retirement,Sony’s longtime PlayStation hardware chief to retire next month,Tom Warren,2022-09-06
36,https://www.theverge.com/23291921/love-death-robots-art-book-netflix,"A closer look at the beautiful sci-fi art behind Love, Death and Robots",Andrew Webster,2022-09-06
37,https://www.theverge.com/2022/9/6/23339037/cyberpunk-2077-phantom-liberty-dlc-next-gen-ps5-xbox-stadia,Cyberpunk 2077: Phantom Liberty DLC is next-gen-only in 2023,Ash Parrish,2022-09-06
38,https://www.theverge.com/2022/9/6/23339069/brazil-blocks-iphone-sales-without-charger-box,Brazil says Apple can’t keep selling iPhones that don’t come with a charger,Emma Roth,2022-09-06
